#Spike #85 Nostalgia,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/148843/20251021/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xNDg4NDMvMjAyNTEwMjEvd2VicC8~L3BhZ2UtPz8~Pz8~LndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=qwoXMPZpl4TJg76kd-oaEMdZgvvPSz2mlv9kcGQ-gRiIT76ScTZ~lppV9wtNixXw1BaqE9oofqKmf2QEPWIaYXZ6mZWd1zmhchpHE-xHoUC6VQsHftp4vfdww0NGPJUclAJLIgOVJ7FQ-5JMS5Ypi2rgo3YQTBrP0bt1u-O8~qs_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
#Spike #84 Vulgarity,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/129703/20250702/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMjk3MDMvMjAyNTA3MDIvd2VicC8~L3BhZ2UtPz8~Pz8~LndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=DABie54v0HSPgxVxCxXwc3kICe3xGhvsoTnsLH0~wKxP3V6PaI0Yf3jc091rNWXu77b3HDjb-2VvXqr8IvSZdK96RIGpChAX6BbtfiOxa5sy4sJrc4BW8171pMsx7BfYgTm2TLqBgh4lFsMdHuQGPcTZSpxbYxgFOQK3gmcHsLs_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
#Spike #83 Food,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/120823/20250327/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMjA4MjMvMjAyNTAzMjcvd2VicC8~L3BhZ2UtPz8~Pz8~LndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=A-tUmXpDGXv7hpJOq2LuvKPFGONrYwDpi4CZj-G2weosmlwM2CrHiX7ev4EYp8m3pay3dODxl6ohPnobAPQNJgzEL-GXIrA3lYVnpKbJ7YH5cQaeLrh-6qfP~68LStN8VHCjqzbiBwNW4KhZZFQI3MSU9QZlURw7d0uEkHPdtqc_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
#Spike #81 #82 The Post-Cool,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/119165/20241206/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTkxNjUvMjAyNDEyMDYvd2VicC8~L3BhZ2UtPz8~Pz8~LndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=Hl8hbxE9PCjhzQdgVutSZwyNArOKF5y8Hs2BmtGIt0SD2ECfLWFYs~KvzijfvmyFZqRPDedrzjtsqdMeBNgQ2Il5YN7BUOEzKRphdf62RRENFgVmnE9kRu2W0p1~2MZny4lu2X86rdGrhTl2Enj86QTIduKpNzd4TV1zo-srPUI_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
#Spike #80 The State of the Arts,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/117121/20240729/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTcxMjEvMjAyNDA3Mjkvd2VicC8~L3BhZ2UtPz8~Pz8~LndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=pipEdmNAJe5a6~SBT4AtosWxNRyRVHS6GqFjBfz2KFRtluTu3gFIX9l1Rvj-efIzpnI9v0gn1H~MirqyQMbz0mrtenLzWFAQeQsQFarOOr1YIcPGBGu63acV7JCGgj10UhHaJ9GbSYpYAuGDtE7CLoE~5xVII-hwWHJXgI6LVxU_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
#Spike #79 The Night,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116612/20231201/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY2MTIvMjAyMzEyMDEvd2VicC8~L3BhZ2UtPz8~Pz8~LndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=arqo-NTzE1zrOqWBK74c4RYisK8Webf5CEMCLnHDeZNBDRixQ66C2cAToaZ44fTxZk68EXpZyXgoZSahSwJ2JWg3Iiu51EAs3X7nSaI6MPWXt78kIQ5AE1VmEkicyXz2DXUhwiMAnmlNVd6QrNypAdPP2h6VkCxElnqmeJXjzIA_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
#Spike #77 Field Guide To AI,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116611/20230831/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY2MTEvMjAyMzA4MzEvd2VicC8~L3BhZ2UtPz8~Pz8~LndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=U7Fn~mZ6DZ-dPSjDtGmOay2nyUnwS51nh~9Nd5GjKdCjNcZqhegSeA9ZI7zamul13YweQEWUwnQOU9C~cssGIWNjoY1I8AtzcsTiyFWTxLgx2x9BUbt3duRdxbJwvhVmzmq7U~0SPouGK-UiXpA51dFcoWypufyrsO~1KIsh0co_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #76 An Artists Life,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116610/20230630/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY2MTAvMjAyMzA2MzAvd2VicC8~L3BhZ2UtPz8~Pz8~LndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=JLBEyVF1zcEMIfPMsSNyZd9XYEd2MfzBqTOn~ONrRAyLfrJNEpe0IdUMVRm9BZmecB~2aJO~Ezw3Oo3NhO7Vn52qqrSEwC9RRKgVnPAgWVkrNmhjN8GyN39szhf-MaHvttx8r2WU8fVnfuZ1uMMI5uQHfKOBLqw~9rec-iZhQdU_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #75 The Museum Issue,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116609/20230331/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY2MDkvMjAyMzAzMzEvd2VicC8zL3BhZ2UtMDAwMDAxLndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=Fi6pXD8xryqwEo5nJKS2V4BIBVo-Te9uIgUGp3p6xSW1Ob1yZAykqg7F73riRdc6kDQcpffc-jv76BzjZra7v1YsamRhvnNo8xhcAIAEzKqv8tWCaEv9qXWQjW9hUeSRDZW8voigyG9yJg~fO2wl0WaXjWSlVlHZfbKsF-I72~M_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #74 After Beauty,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116608/20221201/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY2MDgvMjAyMjEyMDEvd2VicC8zL3BhZ2UtMDAwMDAxLndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=M5IPhusdRMCIkHkhhA9A00aXUhHjMaANRPddapd8rh~B19R2pAc0avXT7kI~~ODh26tAk9R2D~0fH5S3uZtifUcbUQgYjBJI3-bQnYkVzu-xRESP-ayxdwvRF1vGm6-9qsm9wzi4Zp7i3t5uR4574eDvLTJzoiV5r71cL35pEHw_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #73 Vulnerability,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116607/20220831/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY2MDcvMjAyMjA4MzEvd2VicC8zL3BhZ2UtMDAwMDAxLndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=gCxXUTDqxtVUoCc4eanjn6RNVm0t~xx4sh94KG0ISLL1I4NtO9-teKiBErkGOIBr2RrwRSq6bjiqbd1X9qCoZk3wS0bBCYxZ9rjltBRNqgTrzA-ciw~Ydfba3sWudcCXqe2-QN7jreKPb4AH-KB1kpWohIQ9mLBwUOECAE9ublc_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #72 Art And Crime,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116606/20220630/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY2MDYvMjAyMjA2MzAvd2VicC8zL3BhZ2UtMDAwMDAxLndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=nW4Rsjsy0dL1ZJyVf-4NptS9xid7ik241J~kezvrvfmeOnpXszQ7TXBXALs~Kq5FM5U7HUZ24BLvNo-z6hkRJJNbCagENMEUVLwZvukMl2NbLe~DdIrREE5M3jXLFqPX2X5tBp5HEtjA1F-f7otl7OV1nAK6v0yFDS4EMUAgNM4_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #71 Couples,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116605/20220331/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY2MDUvMjAyMjAzMzEvd2VicC8zL3BhZ2UtMDAwMDAxLndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=oPjRMbw1csl2HygqQwsNYliLbQGbhe0V-kISSkUdAmqOqzgClgNk-9ssAoXd~rmGuFGH2U7rndZ7mCOCuGZ5L4lUWx2mV9W3vyEjfxvKHnnzqQ00-lSSLbxIL0pQPk8POLOIlMXH6OwBNqzNnPIzQfk6kwXX3OcaXMJ51HZEJyA_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #70 Web3,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116604/20211201/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY2MDQvMjAyMTEyMDEvd2VicC8zL3BhZ2UtMDAwMDAxLndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=cdy6ZlQinQM9-Cyy-xx9gXwYKsjf4usAs-Loiu9OVYPZPIRE23ERZvenoM9pXlUH9TAsuMYZGPjQAu6EXL7m9X4ygM5ai5jLaD4kR-Eq336WciyZZIm-1yf6sx0Vi2RpAOQDFQZ83Vi8FWcv9e7fUrUtBDttGUGRxMoJW9x2aQ0_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #69 Storytelling,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116603/20210831/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY2MDMvMjAyMTA4MzEvd2VicC8zL3BhZ2UtMDAwMDAxLndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=N03L3nxb5oK7zxrIESSv~B82cK3d9L3NVIeY4eYmXWGzB4TSiN5EI35gmL~YB3cifFWkeLw2LtbqRUZ2fGL5SeP9gVg4r-pzO4hZv9Kx55ObwYF-CLP-JHVMeaxk6LQI71glTnpXPSzLnYLDgmNxf~fWhIf2JxRQcoKjxB93Eq4_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #68 Patriarchy,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116602/20210630/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY2MDIvMjAyMTA2MzAvd2VicC8zL3BhZ2UtMDAwMDAxLndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=LQ9M8ewggPfvDfsAsP3oMZ-wIh-NNGRtjlne78j5MLKB0MAKenVKTF2aUkT21nU4Szuep6nu8HUnGGZ50leacUzpMBgTg8GE7OW1niMYaevi5HFhXjVASlO6o9cuwiVMsuzs65CGMzPS-nbtIEwvXxYreX2eMYIL7~w4RVQQXWc_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #67 Sports,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116601/20210331/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY2MDEvMjAyMTAzMzEvd2VicC8zL3BhZ2UtMDAwMDAxLndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=pn0SZZiqUbyHOe-33BVFxPxMpxwDgYmjhXW9gTkR~phzErKPoZm~NLDgxY3QQVMOVGQsDT3yKt7vgYwS2mFMEARMmsE-5-CGHbQfrzl6ZcEW~JHvNTaMRO9Wep6Aa1J0lIPmuW8OnHI0l2X35E8pqGrlKOTpb1dYeSjEdN~X8VE_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #66 Therapy,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116600/20201201/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY2MDAvMjAyMDEyMDEvd2VicC8zL3BhZ2UtMDAwMDAxLndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=tynSM8qExxLpG0JoMpirOLAYTN7ipwyVQSLno3opNjzbvOU~H5ljeubSBj62Qy2ByU26IshxrkI6VAX7xbhj2xM8QiiObdjQFEK8vOlYK9WYQVN0QtyaW55Ox6Y9apSYh9A4h68gIipWy30bgfe18EfDk6hHpk0GTpqUR0JQWEI_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #65 Plants,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116599/20200831/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY1OTkvMjAyMDA4MzEvd2VicC8zL3BhZ2UtMDAwMDAxLndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=iMeREjpH-s1uruMNrh9NgguoxzSoEKoQ8hZBWcsmqyZ8hHUyTwpNKA11hIzLQVOHZzGxCICQpOFifbfeihWsQbUbqWaTwAqaBY1dyY8tiyERQjuvkOa58vhMX5ebq9KlPk0oNlfoUCqx4wiPovQ5ZPYlAT4Ev8h9HhXZd46qf2s_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #64 She Left Home Under A Cloud,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116598/20200630/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY1OTgvMjAyMDA2MzAvd2VicC8zL3BhZ2UtMDAwMDAxLndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=C-sOmwG1sU4TQLQJKEZjgnX5xHixG9cv-d6dqrNZfo~s4Dio4Gp8qG2ug4XGH9qFqbRSI4hZ2NFvrR2i0FspiEc4FNwDAhmHHg-L-HMTMmDhBc3NVGwSeecYWq1kiIZu9TxKB9vZEFKTQj6ZkjdYwv4C9ZCHcNjVWA86gdLfMEk_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #63 New York,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116597/20200331/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY1OTcvMjAyMDAzMzEvd2VicC8zL3BhZ2UtMDAwMDAxLndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=eLMzcoASv4NlLh-Uv~AhN7hFY3mfoGaobGIRAQlOhSKn1TfPhjphNSrfRkiw7I5xqKR8hOLb-L9rs0YnMO8OcjrEqh4JglVbZYBMugfkcVDslKx28vQdmGHJ5qwKoVGQFvaaZL85rgu-LE6XsZnynJYxVUWSlOn8m3W8jwGMkKE_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
Spike #62 the 2010s,https://d1zfca9r0ctlm4.cloudfront.net/21428/23169/116596/20200101/webp/3/page-000001.webp?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kMXpmY2E5cjBjdGxtNC5jbG91ZGZyb250Lm5ldC8yMTQyOC8yMzE2OS8xMTY1OTYvMjAyMDAxMDEvd2VicC8zL3BhZ2UtMDAwMDAxLndlYnAiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjEyMzUyNjB9LCJEYXRlR3JlYXRlclRoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MTE3NzYwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=AcUFu4IpY7S6WApiVRRdqSK~a021YtzmuP8s6U5TlP18hyxXhRtSrkBKqSDKTMusE77Af~hggGF0Zq8ONILGkOp6Zg7iQM3HvbYUT-2yrnKQGkakfeFlSYkzKDBW3tzE58TZDPlkJK5WUaUX7AyNI8oNxBe7MyvK2YRvpMNhOZg_&Key-Pair-Id=APKAILCKZYUYWFSF3MFA
#Spike #61,-
#Spike #60,-